date,month,region,category,unit Sold,sales
6/22/2024,June,Australia,Women,49,522.97
2/4/2025,February,Europe,Footwear,49,4017.33
11/29/2023,November,Asia,Kids,78,5116.38
1/27/2024,January,Asia,Women,33,2499.27
9/12/2023,September,North America,Footwear,28,2550.74
3/25/2025,March,Europe,Men,57,2038.28
9/24/2024,September,Australia,Accessories,41,2266.33
3/31/2024,March,North America,Accessories,79,5073.66
4/28/2024,April,Africa,Women,4,164.34
9/10/2023,September,Asia,Accessories,20,1722.92
2/15/2025,February,South America,Kids,89,6477.51
12/14/2024,December,North America,Women,35,2660.23
9/10/2024,September,Africa,Men,53,4384.19
4/25/2025,April,Asia,Men,39,1295.88
7/30/2023,July,Australia,Women,53,4086.71
6/27/2023,June,Europe,Accessories,86,6849.27
11/30/2023,November,Asia,Accessories,99,8495.72
12/8/2024,December,Europe,Men,92,4965.09
5/26/2024,May,Europe,Kids,10,553.77
7/5/2024,July,Australia,Accessories,80,1506.88
5/16/2025,May,Australia,Kids,87,7542.11
12/27/2024,December,North America,Accessories,83,4815.16
12/14/2024,December,North America,Women,65,4127.44
6/21/2024,June,Asia,Footwear,1,20.93
12/25/2024,December,Australia,Men,53,3400.69
7/19/2024,July,Africa,Women,46,633.83
5/15/2025,May,Asia,Accessories,26,2420.31
9/10/2024,September,South America,Men,98,8596.4
9/27/2024,September,Europe,Footwear,2,54.98
12/25/2023,December,Europe,Footwear,28,1776.38
12/5/2023,December,North America,Accessories,84,5396.41
2/6/2024,February,Africa,Men,27,2222.34
8/21/2023,August,Australia,Accessories,28,2187.44
5/18/2024,May,Australia,Footwear,31,3081.15
7/20/2024,July,North America,Women,47,1954.06
12/6/2024,December,South America,Women,7,148.52
8/14/2024,August,Asia,Kids,72,4436.1
12/31/2024,December,Asia,Footwear,96,7560.89
3/15/2024,March,Africa,Footwear,75,2679.11
9/20/2023,September,North America,Accessories,48,1500.41
2/2/2025,February,North America,Kids,26,2137.74
4/29/2025,April,South America,Kids,55,4280.93
11/28/2023,November,Asia,Men,89,2519.17
8/15/2024,August,North America,Accessories,7,617.64
6/21/2023,June,Australia,Women,84,1858.55
12/4/2023,December,Africa,Men,57,1130.4
6/6/2025,June,Asia,Kids,58,2412.78
11/27/2024,November,South America,Women,94,8440.07
2/14/2025,February,Africa,Footwear,1,72.59
3/3/2024,March,Europe,Accessories,82,3733.02
8/26/2023,August,Australia,Kids,72,1738.99
8/21/2023,August,South America,Footwear,29,2152.17
6/2/2025,June,Africa,Kids,22,1406.31
7/25/2023,July,North America,Women,96,9493.58
9/1/2023,September,Europe,Men,40,3156.01
9/9/2023,September,South America,Women,62,1189.85
4/17/2025,April,North America,Accessories,14,1057.55
11/22/2023,November,Australia,Accessories,2,66.34
10/20/2024,October,Europe,Kids,35,3379.97
5/29/2025,May,Asia,Women,71,833.16
6/11/2023,June,North America,Men,67,2107.25
5/11/2025,May,Africa,Accessories,79,4337.88
9/19/2023,September,South America,Men,98,1677.38
12/22/2023,December,Europe,Footwear,22,901.24
5/31/2025,May,North America,Kids,18,985.52
3/24/2025,March,Asia,Men,46,2310.3
2/6/2025,February,South America,Kids,82,4219.12
10/2/2024,October,South America,Footwear,63,5614.06
9/24/2023,September,North America,Men,98,5436.67
5/1/2024,May,Asia,Men,36,3408.99
6/26/2023,June,Australia,Footwear,46,1071.61
10/4/2023,October,Australia,Women,37,1303.25
8/6/2024,August,Europe,Men,18,1243.56
10/7/2023,October,North America,Men,43,1525.68
10/28/2023,October,Europe,Accessories,29,1196.39
10/11/2024,October,Australia,Women,76,6923.03
7/22/2023,July,South America,Men,18,1052.47
6/20/2024,June,Europe,Footwear,95,3811.35
8/30/2023,August,Asia,Kids,15,1198.56
9/16/2023,September,Africa,Footwear,59,965.23
3/28/2024,March,Australia,Women,94,5708.59
3/13/2025,March,Australia,Accessories,28,531.17
7/31/2024,July,Asia,Accessories,53,1373.58
6/26/2024,June,Europe,Accessories,15,234.3
8/13/2023,August,North America,Footwear,43,3919.51
5/6/2024,May,South America,Kids,33,473.17
11/18/2024,November,Africa,Kids,2,112.95
11/3/2024,November,North America,Men,59,1784.63
8/16/2024,August,North America,Kids,8,356.18
11/27/2024,November,Asia,Kids,33,1796.16
7/29/2024,July,Europe,Men,35,1767.69
8/1/2024,August,Australia,Footwear,18,1391.9
8/24/2024,August,Australia,Footwear,90,8286.25
1/9/2025,January,Asia,Women,21,777.51
3/29/2025,March,Europe,Footwear,64,781.35
2/11/2024,February,Asia,Accessories,28,2532.74
7/29/2024,July,Australia,Accessories,84,8239.61
10/15/2023,October,North America,Women,45,2205.07
1/10/2025,January,South America,Kids,20,1020.42
5/23/2024,May,Europe,Women,4,91.9
3/12/2025,March,Africa,Men,36,1900.7
1/30/2025,January,Africa,Women,98,3655.54
1/16/2025,January,North America,Women,77,7661.05
3/10/2024,March,Asia,Accessories,95,2530.45
9/7/2024,September,Asia,Men,52,2291.79
5/28/2025,May,Australia,Men,39,2553.92
12/21/2024,December,North America,Women,71,2915.34
6/26/2024,June,Australia,Men,81,4268.55
1/1/2024,January,Australia,Men,12,1171.36
4/4/2025,April,Africa,Footwear,55,3064.95
3/10/2025,March,Australia,Men,94,8641.31
9/29/2023,September,Australia,Kids,48,666.12
1/21/2024,January,Africa,Men,98,2036.8
10/22/2023,October,Asia,Accessories,86,8170.52
2/25/2025,February,Europe,Footwear,85,1834.79
4/17/2024,April,South America,Accessories,9,686.61
10/8/2023,October,Australia,Accessories,12,601.68
8/10/2023,August,Europe,Kids,81,3775.2
1/9/2024,January,Africa,Footwear,80,5546.39
10/5/2024,October,Europe,Women,69,5208.4
4/28/2024,April,South America,Men,83,7791.81
3/20/2024,March,Europe,Kids,57,1887.82
7/28/2024,July,Europe,Kids,28,2039.16
7/15/2023,July,Europe,Women,17,693.7
3/30/2025,March,Europe,Kids,22,1640.87
6/8/2025,June,North America,Women,35,797.67
2/17/2025,February,Australia,Women,59,3019.55
12/20/2024,December,Africa,Women,79,2095.61
6/10/2024,June,South America,Kids,19,765.32
10/9/2023,October,Africa,Women,50,3720.33
6/30/2023,June,North America,Kids,26,806.04
11/29/2024,November,North America,Footwear,60,4298.37
7/18/2024,July,North America,Women,44,2403.92
4/26/2024,April,Australia,Kids,56,1023.86
6/29/2023,June,North America,Kids,99,4435.45
5/31/2024,May,Europe,Kids,43,3793.83
8/15/2023,August,Africa,Men,23,2277.83
3/12/2024,March,Asia,Men,74,3197.01
12/2/2024,December,South America,Women,22,328.65
8/13/2024,August,North America,Footwear,47,1020.69
3/29/2024,March,Africa,Women,55,4451.33
9/5/2023,September,North America,Accessories,11,759.23
3/23/2025,March,Australia,Accessories,55,1960.81
7/26/2023,July,North America,Footwear,26,1175.64
7/16/2024,July,North America,Footwear,1,83
2/9/2024,February,North America,Footwear,62,2925.15
6/11/2023,June,North America,Men,21,1638.41
5/27/2025,May,South America,Men,8,292.55
1/17/2024,January,Africa,Accessories,20,1504.66
11/19/2023,November,Australia,Footwear,45,2338.91
2/27/2025,February,North America,Kids,81,4785.63
1/13/2025,January,North America,Accessories,79,5046.99
1/2/2024,January,North America,Footwear,85,4296.9
6/22/2023,June,North America,Kids,65,3376.89
10/22/2023,October,Europe,Footwear,60,2034.83
8/23/2023,August,Europe,Women,67,6614.16
12/13/2024,December,Asia,Kids,95,8694.72
2/27/2025,February,North America,Women,56,3218.01
4/19/2024,April,Asia,Men,31,406.62
9/27/2023,September,South America,Accessories,85,2138.47
9/4/2024,September,Asia,Footwear,87,7556.31
3/18/2024,March,Africa,Accessories,81,7595.62
11/29/2024,November,Europe,Footwear,22,539.36
3/15/2025,March,Europe,Women,62,4718.61
3/27/2025,March,North America,Kids,56,3700.04
9/7/2024,September,North America,Kids,86,3208.2
5/11/2025,May,South America,Footwear,72,3545.87
4/21/2024,April,Australia,Women,8,567.63
9/15/2023,September,South America,Footwear,62,1185.23
9/1/2024,September,Africa,Footwear,78,2107.08
12/29/2023,December,North America,Footwear,24,311.96
8/14/2024,August,North America,Kids,22,2006.36
12/26/2023,December,South America,Footwear,15,924.76
12/25/2023,December,South America,Kids,84,4797.11
5/13/2025,May,South America,Men,91,6694.11
8/22/2023,August,Europe,Women,28,2770.64
6/15/2024,June,Asia,Men,22,561.03
2/7/2024,February,Asia,Footwear,31,681.37
10/28/2024,October,North America,Kids,73,2666.78
4/23/2024,April,Europe,Women,62,5664.01
2/10/2024,February,South America,Accessories,87,4091.74
11/19/2024,November,North America,Women,69,5617.61
9/29/2023,September,Europe,Women,39,1102.28
1/5/2024,January,Africa,Footwear,81,4408.38
3/3/2025,March,Australia,Men,40,858.89
12/29/2023,December,Europe,Men,69,3254.1
5/11/2025,May,North America,Accessories,55,1848.3
11/22/2023,November,Asia,Footwear,71,4220.87
1/22/2024,January,South America,Women,64,5135.14
1/24/2024,January,Australia,Men,8,755.63
6/27/2024,June,Africa,Men,71,2523.76
3/8/2024,March,Australia,Kids,86,6611.84
9/3/2024,September,Australia,Women,44,3946.95
9/5/2024,September,Europe,Footwear,38,806.99
2/18/2024,February,North America,Men,21,1317.41
11/20/2023,November,North America,Footwear,4,260.26
2/12/2024,February,Australia,Women,32,1104.47
10/21/2024,October,South America,Women,55,661.45
3/12/2024,March,North America,Men,93,3078.6
1/7/2024,January,Australia,Accessories,60,3757.57
4/27/2024,April,North America,Footwear,59,1633.11
4/12/2025,April,South America,Footwear,94,3370.94
9/13/2023,September,Africa,Kids,67,4938.77
11/14/2023,November,Australia,Women,5,229.24
9/12/2024,September,Asia,Women,83,1318.73
5/31/2025,May,Asia,Men,72,3306.59
11/7/2023,November,Australia,Men,37,3699.23
2/18/2024,February,Europe,Men,95,3181.99
1/13/2024,January,Africa,Kids,27,914.57
8/20/2024,August,Europe,Accessories,13,328.77
5/2/2024,May,Asia,Men,6,206.68
9/4/2024,September,South America,Men,65,4012.31
11/11/2023,November,Australia,Men,30,2904.43
4/29/2025,April,North America,Kids,75,4851.94
11/3/2023,November,Asia,Footwear,52,2438.09
1/28/2025,January,Africa,Accessories,41,1847.75
4/10/2025,April,Asia,Footwear,95,1157.13
4/27/2025,April,Africa,Women,80,818.3
12/18/2024,December,Africa,Women,15,1226.21
12/24/2024,December,Australia,Men,5,270.57
3/14/2024,March,Africa,Footwear,15,194.83
8/20/2024,August,Europe,Kids,1,35.74
6/1/2025,June,South America,Accessories,15,631.52
10/4/2024,October,Asia,Footwear,60,4829.76
4/23/2025,April,South America,Footwear,48,2356.55
5/23/2024,May,North America,Accessories,54,4376
2/16/2024,February,Asia,Footwear,55,3686.98
4/29/2025,April,South America,Footwear,72,934.72
1/28/2024,January,South America,Accessories,86,8357.65
7/20/2023,July,Australia,Kids,27,710.88
12/25/2023,December,Australia,Accessories,98,3410.96
9/8/2023,September,North America,Men,30,2485.09
9/27/2023,September,Africa,Men,76,2058.5
6/22/2023,June,Asia,Men,60,2765.87
6/14/2023,June,Australia,Men,66,5798.05
12/27/2024,December,Asia,Women,46,3098.31
9/3/2023,September,North America,Kids,52,1933.74
7/2/2024,July,Australia,Women,86,5844.94
9/14/2023,September,Australia,Footwear,81,6734.03
10/23/2024,October,Africa,Footwear,35,1622.25
4/4/2025,April,Asia,Accessories,42,2580.93
5/12/2024,May,Asia,Men,56,5539.16
8/4/2023,August,Asia,Accessories,45,4356.48
1/6/2025,January,Africa,Footwear,52,2902.29
4/2/2025,April,Australia,Men,23,429.01
1/9/2025,January,North America,Kids,29,2118.78
5/1/2024,May,Asia,Footwear,29,991.1
7/26/2023,July,South America,Accessories,57,4004.41
5/27/2025,May,Africa,Accessories,19,791.5
3/8/2024,March,Europe,Footwear,81,6049.75
5/16/2025,May,North America,Women,8,344.47
1/8/2024,January,South America,Kids,50,4735.38
12/13/2024,December,Asia,Footwear,7,156.1
6/2/2024,June,Europe,Footwear,11,177.72
5/23/2024,May,North America,Accessories,67,5380.63
10/30/2024,October,Africa,Men,66,3043.88
8/7/2023,August,Europe,Men,83,4307.85
2/9/2025,February,Australia,Men,28,2633.22
3/3/2025,March,Europe,Accessories,56,3533.2
11/11/2023,November,South America,Men,28,1943.63
12/21/2023,December,North America,Footwear,89,1045.92
9/21/2023,September,South America,Women,75,5275.97
12/22/2023,December,South America,Women,40,1798.07
3/8/2025,March,Asia,Women,2,102.84
10/12/2023,October,Africa,Men,76,6287.06
5/31/2024,May,Europe,Women,61,3485.63
9/25/2023,September,North America,Men,76,7510.2
7/11/2024,July,Australia,Footwear,25,2042.83
2/5/2025,February,Africa,Footwear,95,7179.46
1/7/2024,January,Africa,Accessories,54,3401.02
5/6/2025,May,North America,Accessories,17,800.97
5/12/2024,May,Africa,Kids,48,708.41
12/20/2023,December,Asia,Footwear,12,139.98
2/26/2024,February,Africa,Men,61,866.71
2/7/2024,February,Asia,Kids,94,9051.76
12/27/2023,December,Europe,Footwear,2,78.18
7/4/2024,July,Europe,Men,80,5844.39
5/5/2025,May,South America,Footwear,65,4126.74
10/24/2024,October,Asia,Footwear,52,3195.4
6/20/2023,June,Australia,Men,34,2112.48
6/28/2024,June,Europe,Footwear,45,1674.3
5/23/2024,May,Africa,Footwear,1,89.79
1/9/2024,January,North America,Footwear,52,4821.89
10/26/2024,October,North America,Accessories,67,4556.49
4/7/2025,April,Asia,Women,98,8600.03
5/1/2024,May,Australia,Footwear,76,1170.27
12/31/2024,December,South America,Men,56,1065.97
2/22/2025,February,Africa,Footwear,58,3498.33
3/22/2024,March,Asia,Accessories,91,7842.89
2/18/2025,February,North America,Accessories,50,1919.43
5/15/2025,May,Asia,Footwear,25,1483.13
7/20/2023,July,Africa,Kids,12,130.76
7/20/2024,July,Australia,Women,97,9583.28
1/9/2025,January,Australia,Men,73,5769.06
1/20/2024,January,Europe,Men,65,2764.3
6/15/2023,June,Africa,Men,56,5514.38
11/3/2023,November,Europe,Men,50,915.93
5/22/2025,May,Europe,Accessories,87,4504.5
11/24/2023,November,Europe,Women,28,428.31
2/16/2025,February,Asia,Footwear,3,120.44
8/3/2023,August,North America,Footwear,38,1130.23
12/17/2024,December,Australia,Kids,64,2463.33
10/29/2023,October,Asia,Footwear,54,5144.41
11/11/2024,November,North America,Women,36,1744.09
7/22/2023,July,Australia,Footwear,44,1726.45
12/9/2024,December,Africa,Accessories,44,2977.46
2/5/2024,February,Australia,Footwear,69,4933.72
8/10/2023,August,Australia,Men,93,9164.15
12/8/2024,December,Australia,Men,53,3134.7
3/31/2024,March,South America,Men,13,1010.5
7/5/2023,July,Africa,Men,44,1953.37
8/3/2024,August,Asia,Accessories,4,101.57
11/11/2023,November,Asia,Accessories,70,3407.96
5/21/2024,May,North America,Accessories,51,2432.18
5/31/2025,May,Asia,Footwear,70,3349.86
1/15/2024,January,Europe,Men,11,798.47
4/9/2025,April,Australia,Kids,91,4234.67
1/14/2024,January,Asia,Kids,54,5177.23
7/30/2023,July,North America,Men,62,6103.74
5/10/2024,May,North America,Women,59,3369.05
10/29/2023,October,Europe,Footwear,99,5965.74
5/9/2025,May,North America,Kids,61,2847.87
2/4/2025,February,South America,Accessories,40,1680.14
9/13/2023,September,Australia,Women,4,394.72
4/7/2025,April,Australia,Accessories,27,368.8
11/28/2023,November,Australia,Women,16,750.52
9/11/2023,September,Africa,Women,82,1936.89
6/4/2025,June,Asia,Footwear,7,527.56
5/22/2024,May,South America,Accessories,11,302.5
3/19/2025,March,Asia,Accessories,72,6452.5
11/13/2024,November,South America,Kids,64,2796.99
10/24/2023,October,Asia,Men,52,4812.26
4/16/2024,April,Europe,Men,6,592.74
6/6/2025,June,North America,Kids,48,3811.46
1/10/2025,January,North America,Women,69,4559.81
3/11/2025,March,Europe,Kids,6,140.95
7/3/2024,July,South America,Kids,61,5732.5
12/7/2023,December,Africa,Accessories,66,5274.59
4/11/2025,April,South America,Kids,95,3412.79
12/15/2024,December,North America,Women,96,5007.86
4/7/2024,April,Africa,Men,73,1174.56
2/27/2024,February,Asia,Footwear,79,5475.49
3/13/2025,March,Africa,Kids,85,1808.27
6/16/2024,June,South America,Kids,53,3637.8
9/18/2024,September,Europe,Accessories,28,1972.32
8/6/2023,August,Asia,Accessories,91,3568.71
10/27/2024,October,South America,Kids,5,476.9
1/6/2024,January,Asia,Kids,81,6488.64
5/19/2025,May,Africa,Women,58,3172.95
3/16/2024,March,North America,Men,24,2224.11
9/14/2024,September,South America,Men,31,2697.8
4/26/2024,April,Europe,Footwear,99,7157.66
6/3/2025,June,Africa,Men,41,974.44
12/27/2023,December,South America,Footwear,68,3722.09
10/1/2024,October,Europe,Accessories,84,7375.04
10/16/2023,October,South America,Footwear,81,5248.82
6/6/2025,June,Africa,Footwear,46,2718.42
7/6/2023,July,South America,Men,10,959.7
12/28/2024,December,Asia,Kids,37,425.11
10/28/2024,October,Africa,Accessories,21,232.77
1/26/2024,January,South America,Women,21,1897.43
12/15/2023,December,North America,Footwear,80,1077.47
7/4/2024,July,South America,Footwear,97,3873.11
6/26/2024,June,Asia,Footwear,10,931.62
8/11/2023,August,Europe,Kids,82,5920.71
1/29/2024,January,Europe,Women,97,6628.43
2/19/2024,February,Europe,Men,93,6429.08
6/28/2023,June,North America,Accessories,95,3665.85
12/27/2023,December,Asia,Kids,24,1385.95
1/5/2024,January,Africa,Women,12,800.37
5/28/2024,May,Europe,Accessories,20,750.29
10/18/2024,October,Asia,Men,70,5710.79
11/28/2024,November,South America,Accessories,8,311.66
5/16/2024,May,North America,Footwear,78,1281.54
10/11/2023,October,Asia,Footwear,5,140.65
3/14/2025,March,Asia,Kids,54,2524.87
2/19/2025,February,Africa,Accessories,36,3302.1
10/25/2024,October,Asia,Footwear,38,1801.9
3/27/2025,March,Africa,Kids,3,54.25
1/18/2025,January,North America,Kids,36,996.52
4/11/2025,April,North America,Kids,22,1298.05
6/7/2025,June,South America,Men,8,207.91
5/24/2025,May,Africa,Footwear,61,961.11
3/23/2024,March,Africa,Footwear,78,5798.1
6/18/2023,June,Europe,Women,7,564.14
11/5/2024,November,Europe,Men,68,5885.88
9/27/2024,September,South America,Footwear,62,5329.15
8/15/2023,August,North America,Footwear,19,838.53
4/25/2025,April,Australia,Women,47,3576.81
2/6/2025,February,Europe,Accessories,24,1500.44
4/28/2024,April,Asia,Accessories,80,968.22
2/6/2024,February,North America,Men,6,276.86
3/15/2024,March,Australia,Kids,8,118.07
11/8/2023,November,Asia,Women,25,437.55
11/2/2024,November,Africa,Women,96,1443.86
12/24/2023,December,North America,Footwear,89,8587.18
7/25/2023,July,South America,Footwear,74,6362.38
7/7/2024,July,Africa,Women,41,2030.3
7/16/2024,July,Africa,Kids,58,1874.55
12/8/2023,December,Asia,Accessories,81,1338.17
1/28/2024,January,Africa,Men,60,2928.46
12/16/2024,December,Europe,Accessories,3,192.1
7/21/2023,July,North America,Men,9,735.65
1/11/2025,January,Europe,Kids,52,761.31
8/31/2023,August,Asia,Women,58,2761.28
1/3/2025,January,Australia,Kids,60,5875.03
5/28/2024,May,Asia,Women,82,1710.92
3/31/2024,March,North America,Footwear,49,2255.32
8/16/2024,August,Africa,Men,94,3266.97
3/12/2025,March,South America,Footwear,5,110.32
3/23/2024,March,Asia,Women,62,5301.32
1/20/2025,January,North America,Men,32,2327.69
1/10/2025,January,South America,Men,27,1270.08
10/4/2024,October,Africa,Footwear,85,3673.36
12/27/2024,December,Australia,Men,24,2027.94
5/22/2024,May,Asia,Women,38,690.48
9/24/2023,September,Australia,Women,67,1555.4
8/3/2024,August,North America,Footwear,16,1465.43
10/21/2023,October,Australia,Kids,15,1253.23
7/16/2023,July,Australia,Women,25,1993.47
9/8/2023,September,North America,Women,72,4763.36
11/20/2023,November,North America,Men,4,145.28
2/17/2025,February,Asia,Men,32,3012.19
6/18/2024,June,Australia,Women,45,2442.07
3/31/2024,March,South America,Footwear,56,1974.32
1/17/2024,January,North America,Kids,35,1501.56
11/25/2023,November,Africa,Men,53,610.33
3/11/2025,March,Australia,Men,30,988.93
11/17/2023,November,North America,Kids,49,1318.89
5/1/2025,May,South America,Men,94,2086.81
7/26/2024,July,Asia,Footwear,81,1044.3
9/2/2024,September,Australia,Men,83,2524.76
5/13/2024,May,North America,Men,52,1004.47
12/29/2024,December,North America,Women,95,1335.95
8/7/2024,August,Africa,Footwear,81,1811.08
5/3/2025,May,Africa,Footwear,2,56.43
2/29/2024,February,Australia,Women,59,2798.76
12/20/2023,December,North America,Accessories,37,2313.71
7/25/2024,July,Australia,Kids,29,1131.11
3/27/2025,March,North America,Footwear,30,681.4
3/19/2025,March,Africa,Accessories,22,2081.84
11/3/2023,November,South America,Kids,75,4225.26
11/29/2024,November,Europe,Footwear,97,7446.62
10/16/2024,October,Europe,Men,19,1377.48
12/22/2024,December,North America,Footwear,67,2387.93
7/13/2023,July,Africa,Kids,86,5193.33
2/26/2024,February,Asia,Accessories,18,1155.51
4/14/2025,April,Asia,Men,94,3916.15
5/30/2025,May,Europe,Kids,65,4573.98
9/2/2024,September,South America,Kids,84,6817.51
12/10/2023,December,Europe,Footwear,5,213.89
9/21/2024,September,North America,Women,76,862.02
5/19/2025,May,South America,Women,11,455.84
10/17/2024,October,Asia,Men,88,1805.18
1/6/2025,January,Africa,Kids,58,1392.27
2/27/2025,February,Africa,Accessories,18,772.84
5/5/2025,May,North America,Men,72,2065.38
6/6/2024,June,Europe,Men,93,8755.02
4/17/2024,April,North America,Footwear,56,3850.13
2/17/2025,February,Africa,Accessories,22,1246.36
10/18/2024,October,Asia,Kids,56,609.01
2/1/2025,February,Africa,Kids,66,1275.49
2/19/2024,February,South America,Kids,23,1862.15
6/24/2024,June,Australia,Men,16,721.23
4/23/2025,April,Africa,Footwear,44,620.15
7/17/2024,July,Africa,Men,72,6069.62
1/22/2024,January,Australia,Women,68,2532.19
11/22/2024,November,South America,Women,14,626.73
10/14/2024,October,Europe,Kids,9,879.24
6/20/2024,June,Africa,Footwear,75,854.71
12/30/2024,December,North America,Kids,16,1198.71
12/27/2023,December,Africa,Kids,13,1240.19
6/16/2023,June,North America,Men,36,566.91
8/30/2024,August,South America,Kids,44,3869.67
4/23/2024,April,Africa,Kids,81,3844.4
5/14/2025,May,South America,Footwear,14,1246.28
10/13/2024,October,South America,Footwear,93,3510.26
1/18/2025,January,Europe,Footwear,17,1673.47
3/8/2024,March,Africa,Kids,65,4435.24
9/15/2023,September,North America,Footwear,84,5580.8
6/9/2023,June,North America,Footwear,97,8005.54
8/23/2023,August,Africa,Accessories,54,2661.81
10/6/2023,October,Australia,Accessories,2,66.56
11/22/2023,November,Europe,Women,17,572.28
4/23/2024,April,Europe,Men,23,914.35
5/27/2024,May,Europe,Men,86,5638.31
11/10/2024,November,North America,Footwear,1,85.46
5/23/2024,May,South America,Women,12,659.54
12/17/2024,December,Australia,Women,13,602.03
5/2/2025,May,Europe,Accessories,78,6352.81
5/30/2024,May,North America,Women,74,2669.19
1/18/2025,January,North America,Kids,12,864.16
3/6/2024,March,South America,Footwear,57,1112.78
4/21/2025,April,Africa,Kids,86,1736.46
4/4/2025,April,Africa,Men,18,1223.37
10/5/2023,October,Europe,Accessories,83,1448.15
6/2/2024,June,Europe,Kids,94,2251.73
12/6/2023,December,Australia,Footwear,15,992.9
6/9/2023,June,South America,Kids,39,1928.09
5/25/2024,May,Europe,Kids,78,4720.3
8/1/2023,August,South America,Women,73,7148.51
8/16/2024,August,North America,Accessories,69,4614.48
8/7/2023,August,Europe,Men,33,2084.83
10/24/2024,October,North America,Footwear,48,2122.2
5/17/2024,May,Asia,Footwear,5,333.89
9/17/2023,September,South America,Men,88,982.96
2/1/2024,February,Asia,Footwear,8,481.27
1/12/2024,January,Europe,Women,19,307.81
9/16/2023,September,North America,Kids,52,1550.41
10/28/2023,October,Europe,Women,12,728.17
7/19/2024,July,Asia,Women,72,5048.32
12/9/2024,December,Europe,Women,8,357.05
2/20/2025,February,Australia,Men,55,2623.95
1/16/2025,January,Africa,Accessories,84,4605.05
8/25/2023,August,Asia,Men,93,7283.45
8/21/2023,August,Europe,Men,34,393.94
8/17/2024,August,North America,Women,82,4119.36
8/11/2023,August,Europe,Accessories,65,733.5
7/24/2024,July,North America,Men,75,2904.21
5/26/2024,May,Africa,Accessories,47,2668.96
8/17/2023,August,Europe,Women,35,601.75
12/5/2023,December,Africa,Men,32,1717.41
12/25/2024,December,Asia,Accessories,51,4753.79
6/1/2024,June,North America,Footwear,80,5734.46
7/31/2024,July,Australia,Men,6,482.42
2/5/2024,February,Asia,Men,9,560.14
6/26/2024,June,North America,Men,40,3626.89
12/16/2024,December,Africa,Accessories,86,1996.77
4/28/2025,April,South America,Kids,48,2423.08
11/20/2023,November,Europe,Men,72,4588.78
5/2/2025,May,Africa,Footwear,96,8506.83
8/5/2024,August,North America,Footwear,26,980.74
12/21/2023,December,North America,Women,82,828.32
6/26/2024,June,North America,Kids,37,3614.8
4/23/2025,April,North America,Kids,52,641.57
6/26/2023,June,Europe,Accessories,12,284.56
12/30/2024,December,Asia,Women,38,1823.4
4/13/2025,April,Australia,Accessories,98,5357.98
5/13/2025,May,South America,Women,68,5786.93
3/31/2024,March,Europe,Kids,16,804.86
6/12/2024,June,North America,Accessories,61,3615.39
6/5/2025,June,Europe,Women,24,672
7/3/2023,July,Africa,Kids,78,4775.49
2/24/2025,February,Australia,Kids,17,703.03
10/11/2024,October,North America,Men,95,1794.16
5/14/2025,May,South America,Accessories,4,380.73
12/4/2023,December,North America,Men,50,867.58
1/30/2025,January,Australia,Kids,98,6958.89
10/13/2024,October,South America,Accessories,3,275.21
10/17/2024,October,Australia,Accessories,8,209.03
12/9/2024,December,South America,Footwear,12,376.09
9/17/2023,September,Asia,Women,35,1694.13
5/9/2025,May,Asia,Footwear,66,2409.39
10/25/2023,October,Europe,Footwear,53,4150.59
2/4/2025,February,Europe,Kids,93,3760.34
8/3/2024,August,South America,Women,87,8589.09
10/9/2023,October,North America,Footwear,33,2880.6
9/28/2024,September,Africa,Footwear,18,1630.46
12/5/2024,December,Africa,Accessories,58,912.33
4/8/2024,April,North America,Kids,86,2224.63
10/2/2023,October,North America,Footwear,78,1968.97
1/3/2025,January,Asia,Women,93,6554.34
6/8/2025,June,Africa,Men,45,498.24
8/16/2023,August,South America,Men,15,1238.68
4/5/2025,April,Australia,Kids,15,888.51
10/11/2023,October,Europe,Men,45,2743.57
11/11/2024,November,Australia,Accessories,68,3968.5
8/12/2023,August,Asia,Accessories,69,4014.5
3/13/2024,March,Africa,Women,67,1863.25
7/10/2024,July,North America,Kids,76,2696.95
3/9/2024,March,Africa,Kids,62,3340.91
7/15/2023,July,South America,Men,84,5964.5
11/25/2023,November,Asia,Footwear,44,1516.94
1/29/2025,January,North America,Footwear,20,1651.04
5/18/2025,May,Australia,Footwear,39,3235.18
10/15/2024,October,South America,Women,39,1351.32
4/23/2025,April,Australia,Kids,1,60.41
12/3/2023,December,Europe,Men,67,2774
5/20/2024,May,Asia,Women,47,1276.6
11/7/2024,November,South America,Accessories,73,6025.42
5/18/2024,May,South America,Accessories,54,5358.6
1/5/2024,January,Australia,Accessories,20,1218.29
5/12/2025,May,North America,Kids,9,830.3
8/25/2024,August,Europe,Accessories,95,6440.54
8/19/2023,August,Australia,Footwear,28,1705.62
7/18/2023,July,South America,Accessories,64,3405.63
10/3/2024,October,Asia,Women,35,1092.5
3/26/2024,March,South America,Accessories,40,703.32
9/6/2023,September,Africa,Footwear,2,99.62
7/29/2023,July,Asia,Accessories,3,181.55
7/30/2024,July,Asia,Men,14,781.91
12/9/2024,December,South America,Footwear,81,5880.71
3/30/2024,March,North America,Kids,99,2701.6
5/12/2025,May,Asia,Accessories,68,2847.72
2/4/2025,February,Africa,Women,47,2227.85
2/15/2025,February,Australia,Accessories,94,2517.99
11/26/2023,November,North America,Women,54,4945.42
7/5/2024,July,North America,Men,58,4137.49
